symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
BHARTIARTL.NS,2022-10-18,2022-10-27,target,771.7712,812.6830,1,40.44
BEL.NS,2022-10-25,2022-10-28,stop,105.4554,104.2457,2,-2.55
INDHOTEL.NS,2022-10-27,2022-11-03,target,321.7215,345.7760,2,47.71
VEDL.NS,2022-10-21,2022-11-04,target,284.1420,320.3324,12,432.11
HAL.NS,2022-10-03,2022-11-07,target,1179.9290,1300.8802,5,601.03
COALINDIA.NS,2022-10-13,2022-11-09,target,233.2331,259.8640,1,26.48
BEL.NS,2022-11-01,2022-11-10,stop,109.0089,105.0948,3,-11.94
ETERNAL.NS,2022-09-30,2022-11-11,target,62.0620,73.0560,313,3428.44
EICHERMOT.NS,2022-10-18,2022-11-17,stop,3558.5058,3441.5559,8,-952.40
TORNTPHARM.NS,2022-11-28,2022-12-05,stop,1639.5383,1604.4943,29,-1044.50
POWERGRID.NS,2022-12-06,2022-12-08,stop,166.8542,162.7371,247,-1041.35
INFY.NS,2022-12-14,2022-12-15,stop,1582.7910,1539.6093,1,-44.12
TCS.NS,2022-12-13,2022-12-16,stop,3299.2968,3232.8648,9,-615.52
SIEMENS.NS,2022-12-20,2022-12-21,stop,1742.1649,1681.8314,16,-981.77
SBIN.NS,2022-12-21,2022-12-22,stop,607.1067,596.7015,7,-75.36
VEDL.NS,2022-12-13,2022-12-22,stop,310.4051,299.2505,90,-1020.38
HEROMOTOCO.NS,2022-12-20,2022-12-23,stop,2787.7857,2706.3417,1,-83.09
APOLLOHOSP.NS,2022-12-21,2022-12-29,stop,4624.6212,4516.5299,5,-554.17
HDFCBANK.NS,2022-12-26,2023-01-06,stop,802.8773,791.9324,7,-79.96
JSWSTEEL.NS,2023-01-06,2023-01-09,stop,753.6030,735.8136,7,-127.65
BPCL.NS,2022-12-30,2023-01-11,target,164.1640,178.2974,137,1922.20
BRITANNIA.NS,2023-01-09,2023-01-11,stop,4382.1900,4305.6911,1,-79.11
BANKBARODA.NS,2023-01-12,2023-01-19,stop,182.4823,176.9729,159,-893.15
JSWSTEEL.NS,2023-01-10,2023-01-23,stop,747.3969,734.4151,1,-13.43
ULTRACEMCO.NS,2022-12-26,2023-01-23,stop,7099.0938,6853.1417,4,-1000.55
BANKBARODA.NS,2023-01-23,2023-01-24,stop,181.9818,177.6222,156,-696.93
AXISBANK.NS,2023-01-19,2023-01-24,stop,926.5258,912.3370,30,-442.21
CANBK.NS,2022-12-30,2023-01-25,stop,65.2652,62.0479,1,-3.26
ZYDUSLIFE.NS,2023-01-30,2023-02-07,target,434.3841,479.6988,75,3378.04
HINDZINC.NS,2023-02-01,2023-02-08,stop,337.6187,329.6701,66,-537.82
JINDALSTEL.NS,2023-02-21,2023-02-22,stop,600.6001,584.1654,61,-1024.20
HAVELLS.NS,2023-03-06,2023-03-10,stop,1211.1553,1193.8053,47,-849.36
HCLTECH.NS,2023-03-13,2023-03-14,stop,1121.5104,1098.0008,50,-1208.78
CHOLAFIN.NS,2023-03-20,2023-03-21,stop,766.8162,747.2522,52,-1040.95
CUMMINSIND.NS,2023-03-29,2023-04-05,stop,1617.3662,1578.6701,6,-237.93
ITC.NS,2023-03-24,2023-04-25,target,368.9245,397.9581,116,3341.21
ETERNAL.NS,2023-04-11,2023-04-28,target,54.6773,62.7812,174,1403.94
GAIL.NS,2023-05-03,2023-05-04,stop,108.6586,107.1428,525,-829.79
GAIL.NS,2023-05-10,2023-05-18,stop,108.6085,106.9430,517,-894.52
CANBK.NS,2023-05-11,2023-05-19,stop,60.6006,58.5414,1,-2.09
GRASIM.NS,2023-05-22,2023-05-24,stop,1718.8399,1676.6488,24,-1037.03
GRASIM.NS,2023-05-25,2023-05-26,stop,1704.4328,1672.6685,31,-1016.10
TRENT.NS,2023-03-31,2023-05-26,target,1342.3413,1531.0054,1,187.80
GRASIM.NS,2023-05-26,2023-05-29,stop,1706.8755,1680.7727,31,-840.69
ICICIPRULI.NS,2023-05-26,2023-06-01,target,445.0948,479.9466,4,138.30
SRF.NS,2023-05-29,2023-06-09,stop,2526.7127,2462.5356,15,-985.11
EICHERMOT.NS,2023-06-19,2023-06-20,stop,3569.5839,3486.5109,5,-425.95
UNIONBANK.NS,2023-05-31,2023-06-23,stop,70.8208,69.6303,201,-247.75
AMBUJACEM.NS,2023-06-27,2023-07-07,stop,434.3340,418.8808,4,-62.84
BANKBARODA.NS,2023-06-19,2023-07-07,target,188.7943,206.6419,1,17.73
SIEMENS.NS,2023-06-27,2023-07-10,stop,2181.7091,2137.5327,7,-318.31
AUBANK.NS,2023-07-11,2023-07-24,stop,769.7692,739.6300,21,-642.43
INDHOTEL.NS,2023-07-20,2023-07-24,stop,405.2025,387.9118,1,-17.53
VBL.NS,2023-07-05,2023-07-24,stop,329.7695,317.1027,1,-12.86
DABUR.NS,2023-07-26,2023-08-03,stop,572.5221,556.4716,1,-16.39
TITAN.NS,2023-07-25,2023-08-03,stop,2995.8936,2936.4810,1,-61.19
HDFCLIFE.NS,2023-08-07,2023-08-11,stop,645.5451,636.3632,5,-47.83
BAJAJ-AUTO.NS,2023-06-21,2023-08-14,stop,4680.3390,4564.4819,3,-355.89
HINDALCO.NS,2023-08-17,2023-08-18,stop,448.4481,438.5611,38,-385.82
MOTHERSON.NS,2023-08-21,2023-09-04,target,63.2966,67.1841,1,3.85
HINDALCO.NS,2023-08-21,2023-09-04,target,449.6994,481.4159,37,1163.18
PFC.NS,2023-09-04,2023-09-08,target,209.6094,241.4611,85,2695.89
UNIONBANK.NS,2023-09-08,2023-09-12,stop,89.3893,88.0119,229,-327.61
UNIONBANK.NS,2023-09-12,2023-09-13,stop,90.9955,88.4558,222,-575.77
DRREDDY.NS,2023-09-13,2023-09-20,stop,1144.5437,1124.0750,17,-359.54
ABB.NS,2023-07-24,2023-09-22,stop,4321.9686,4195.0020,3,-388.57
MARICO.NS,2023-09-25,2023-09-28,stop,576.2759,568.0815,55,-469.57
MOTHERSON.NS,2023-09-04,2023-09-28,stop,66.0997,63.3366,1,-2.80
HINDALCO.NS,2023-09-28,2023-10-09,stop,476.2380,465.7839,65,-697.89
ADANIPOWER.NS,2023-10-11,2023-10-13,stop,70.6353,68.5914,433,-903.11
TATAPOWER.NS,2023-10-17,2023-10-18,stop,257.1069,253.2965,1,-3.96
BEL.NS,2023-09-26,2023-10-20,stop,136.9869,133.4664,1,-3.60
