symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
KOTAKBANK.NS,2024-10-11,2024-10-21,stop,376.9884,360.8795,21,-338.29
MOTHERSON.NS,2024-10-09,2024-10-22,stop,136.7283,130.1749,3,-19.66
TATASTEEL.NS,2024-10-21,2024-10-22,stop,156.6283,153.9430,60,-161.12
TORNTPHARM.NS,2024-10-07,2024-10-22,stop,3496.5975,3353.3725,2,-286.45
APOLLOHOSP.NS,2024-10-22,2024-10-23,stop,7035.5160,6885.0000,2,-301.03
NTPC.NS,2024-09-17,2024-10-23,stop,412.2060,401.7990,4,-41.63
HDFCLIFE.NS,2024-10-18,2024-10-24,stop,732.8162,714.4926,1,-18.32
ICICIBANK.NS,2024-10-18,2024-10-25,stop,1258.9292,1234.7823,23,-555.38
TRENT.NS,2024-10-24,2024-10-25,stop,7588.7925,7446.2750,2,-285.03
ICICIBANK.NS,2024-10-25,2024-10-29,target,1261.0802,1333.3575,25,1806.93
HCLTECH.NS,2024-10-25,2024-10-31,stop,1865.9325,1792.6033,8,-586.63
TORNTPOWER.NS,2024-10-30,2024-10-31,stop,1865.0821,1827.0860,3,-113.99
GAIL.NS,2024-06-07,2024-11-01,stop,211.2000,199.0005,1,-12.20
WIPRO.NS,2024-11-06,2024-11-07,target,273.7250,283.0000,1,9.27
MAXHEALTH.NS,2024-10-29,2024-11-07,target,973.9867,1101.7567,27,3449.79
MANKIND.NS,2024-10-31,2024-11-13,stop,2655.3270,2540.6790,8,-917.18
OFSS.NS,2024-11-12,2024-11-18,stop,11990.9925,11392.1507,1,-598.84
WIPRO.NS,2024-11-07,2024-11-18,stop,283.0665,270.3648,1,-12.70
SBIN.NS,2024-11-19,2024-11-21,stop,819.0000,798.5000,11,-225.50
DIVISLAB.NS,2024-11-19,2024-12-02,target,5816.9568,6269.5141,7,3167.90
BANKBARODA.NS,2024-12-03,2024-12-19,stop,252.1260,245.4772,3,-19.95
BEL.NS,2024-12-20,2024-12-23,stop,300.6002,294.0000,3,-19.80
BEL.NS,2024-12-27,2024-12-30,stop,296.1480,292.0500,3,-12.29
EICHERMOT.NS,2024-06-06,2025-01-02,target,4649.7739,5199.3489,6,3297.45
ETERNAL.NS,2024-12-30,2025-01-03,stop,283.0414,271.8640,3,-33.53
DIVISLAB.NS,2025-01-02,2025-01-06,stop,6141.9195,5877.0600,1,-264.86
INFY.NS,2025-01-02,2025-01-06,target,1893.8964,1966.8134,1,72.92
IRFC.NS,2025-01-03,2025-01-06,stop,153.4000,149.9250,6,-20.85
HDFCBANK.NS,2024-11-21,2025-01-07,stop,877.3134,850.9243,10,-263.89
CIPLA.NS,2025-01-08,2025-01-09,stop,1510.7550,1487.2060,11,-259.04
ULTRACEMCO.NS,2025-01-02,2025-01-09,stop,11526.6608,11299.3475,2,-454.63
CHOLAFIN.NS,2025-01-09,2025-01-10,stop,1280.0000,1252.5734,2,-54.85
HCLTECH.NS,2024-12-02,2025-01-14,stop,1873.2362,1833.0330,23,-924.67
INFY.NS,2025-01-09,2025-01-17,stop,1939.5693,1851.0000,19,-1682.82
KOTAKBANK.NS,2025-01-16,2025-01-17,stop,359.1795,351.8440,2,-14.67
BHARTIARTL.NS,2025-01-14,2025-01-31,stop,1625.8125,1591.0041,27,-939.83
EICHERMOT.NS,2025-01-21,2025-02-03,target,5040.9694,5575.0000,7,3738.21
