symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
PNB.NS,2018-09-17,2018-09-18,stop,83.3833,81.9680,1,-1.50
BHARTIARTL.NS,2018-09-07,2018-09-19,stop,338.0389,331.4211,1,-6.95
BAJAJHLDNG.NS,2018-09-05,2018-09-21,stop,3053.0508,2991.1067,8,-519.73
ICICIBANK.NS,2018-09-21,2018-09-24,stop,325.0248,316.6416,1,-8.70
PIDILITIND.NS,2018-09-21,2018-09-24,stop,572.1968,553.5960,41,-785.71
SAIL.NS,2018-09-21,2018-09-24,stop,79.4794,75.9620,2,-7.19
GAIL.NS,2018-09-19,2018-09-25,stop,126.2261,124.0758,3,-6.83
COALINDIA.NS,2018-09-25,2018-09-26,stop,284.2841,275.3744,1,-9.19
TATASTEEL.NS,2018-09-26,2018-10-01,stop,60.9609,57.4425,4,-14.31
RELIANCE.NS,2018-09-25,2018-10-03,stop,567.4076,550.1063,41,-732.26
VEDL.NS,2018-10-03,2018-10-08,stop,234.3342,225.2246,97,-905.92
DRREDDY.NS,2018-10-11,2018-10-12,stop,503.3129,490.7089,43,-563.34
WIPRO.NS,2018-10-15,2018-10-23,stop,120.1013,115.9465,177,-756.29
WIPRO.NS,2018-10-29,2018-11-05,stop,121.0585,118.1034,170,-522.69
WIPRO.NS,2018-11-07,2018-11-09,stop,122.6914,120.2921,19,-47.89
HINDALCO.NS,2018-11-05,2018-11-12,stop,244.9448,231.1187,72,-1012.61
WIPRO.NS,2018-11-15,2018-11-20,stop,123.0104,120.2547,154,-443.12
SBILIFE.NS,2018-12-06,2018-12-07,stop,575.5751,564.4351,32,-374.72
CANBK.NS,2018-12-11,2018-12-18,target,49.2893,54.2025,10,48.61
PETRONET.NS,2018-12-18,2019-01-08,stop,226.0259,216.3918,2,-19.71
AXISBANK.NS,2018-12-11,2019-01-09,target,610.1097,671.5971,29,1764.55
PETRONET.NS,2019-01-09,2019-01-10,stop,221.0605,214.2928,1,-6.99
WIPRO.NS,2019-01-14,2019-01-15,stop,123.8363,119.5652,2,-8.79
BPCL.NS,2019-01-15,2019-01-24,target,170.0199,179.4477,1,9.25
